pitch
yaw
slope
roll
"[0.0, 0.0, 0.017, 0.0]","[0.0, 0.0, 0.02, 0.0]",255,-10,0,0,0,0.32906627655029297
"[0.0, 0.08, 0.017, 0.0]","[0.0, 0.0, 0.017, 0.0]",255,-10,0,0,0,0.37607693672180176
"[-0.02, 0.39, 0.034, 0.0]","[0.0, 0.08, 0.017, 0.0]",255,-10,0,0,0,0.3800773620605469
"[-0.03, 0.63, 0.017, 0.0]","[-0.02, 0.39, 0.034, 0.0]",255,-10,0,0,0,0.39608120918273926
"[-0.05, 0.94, 0.017, 0.0]","[-0.03, 0.63, 0.017, 0.0]",255,-10,0,0,0,0.4130842685699463
"[-0.05, 0.94, 0.017, 0.0]","[-0.05, 0.94, 0.017, 0.0]",255,-10,0,0,0,0.43008852005004883
"[-0.07, 1.41, 0.017, 0.0]","[-0.05, 0.94, 0.017, 0.0]",255,-10,0,0,0,0.44709229469299316
"[-0.1, 1.96, 0.017, 0.0]","[-0.07, 1.41, 0.017, 0.0]",255,-10,0,0,0,0.4640967845916748
"[-0.13, 2.59, 0.017, 0.0]","[-0.1, 1.96, 0.017, 0.0]",255,-10,0,0,0,0.4800994396209717
"[-0.17, 3.31, 0.017, 0.0]","[-0.13, 2.59, 0.017, 0.0]",255,-10,0,0,0,0.497103214263916
"[-0.21, 4.1, 0.017, 0.0]","[-0.17, 3.31, 0.017, 0.0]",255,-10,0,0,0,0.5141074657440186
"[-0.21, 4.1, 0.017, 0.0]","[-0.21, 4.1, 0.017, 0.0]",255,-10,0,0,0,0.5301113128662109
"[-0.26, 5.06, 0.017, 0.0]","[-0.21, 4.1, 0.017, 0.0]",255,-10,0,0,0,0.5471150875091553
"[-0.31, 6.1, 0.017, 0.0]","[-0.26, 5.06, 0.017, 0.0]",255,-10,0,0,0,0.5641181468963623
"[-0.36, 7.22, 0.017, 0.0]","[-0.31, 6.1, 0.017, 0.0]",255,-10,0,0,0,0.5811216831207275
"[-0.42, 8.44, 0.017, 0.0]","[-0.36, 7.22, 0.017, 0.0]",255,-10,0,0,0,0.597125768661499
"[-0.49, 9.74, 0.017, 0.0]","[-0.42, 8.44, 0.017, 0.0]",255,-10,0,0,0,0.6141304969787598
"[-0.49, 9.74, 0.017, 0.0]","[-0.49, 9.74, 0.017, 0.0]",255,-10,0,0,0,0.6303112506866455
"[-0.56, 11.2, 0.017, 0.0]","[-0.49, 9.74, 0.017, 0.0]",255,-10,0,0,0,0.647308349609375
"[-0.64, 12.76, 0.017, 0.0]","[-0.56, 11.2, 0.017, 0.0]",255,-10,0,0,0,0.6643126010894775
"[-0.72, 14.41, 0.017, 0.0]","[-0.64, 12.76, 0.017, 0.0]",255,-10,0,0,0,0.6813161373138428
"[-0.8, 16.16, 0.017, 0.0]","[-0.72, 14.41, 0.017, 0.0]",255,-10,0,0,0,0.6983215808868408
"[-0.89, 18.0, 0.017, 0.0]","[-0.8, 16.16, 0.017, 0.0]",255,-10,0,0,0,0.7153236865997314
"[-0.89, 18.0, 0.017, 0.0]","[-0.89, 18.0, 0.017, 0.0]",255,0,0,0,0,0.7313275337219238
"[-0.98, 19.93, 0.017, 0.0]","[-0.89, 18.0, 0.017, 0.0]",255,-10,0,0,0,0.7493319511413574
"[-1.08, 21.97, 0.017, 0.0]","[-0.98, 19.93, 0.017, 0.0]",255,-10,0,0,0,0.7663354873657227
"[-1.18, 24.11, 0.017, 0.0]","[-1.08, 21.97, 0.017, 0.0]",255,-10,0,0,0,0.7833402156829834
"[-1.28, 26.34, 0.017, 0.0]","[-1.18, 24.11, 0.017, 0.0]",255,-10,0,0,0,0.7993428707122803
"[-1.39, 28.68, 0.017, 0.0]","[-1.28, 26.34, 0.017, 0.0]",255,-10,0,0,0,0.8163466453552246
"[-1.5, 31.13, 0.017, 0.0]","[-1.39, 28.68, 0.017, 0.0]",255,-10,0,0,0,0.8333508968353271
"[-1.5, 31.13, 0.017, 0.0]","[-1.5, 31.13, 0.017, 0.0]",255,-10,0,0,0,0.8503544330596924
"[-1.62, 33.74, 0.017, 0.0]","[-1.5, 31.13, 0.017, 0.0]",255,-10,0,0,0,0.8673586845397949
