pitch
yaw
left
right
"[0.0, 0.0, 0.017, 0.0]","[0.0, 0.0, 0.02, 0.0]",3,0,5,0.33106422424316406,0.33106422424316406
"[0.0, -0.04, 0.017, 0.0]","[0.0, 0.0, 0.017, 0.0]",1,0,20,0.34815263748168945,0.34815263748168945
"[0.01, -0.23, 0.017, 0.0]","[0.0, -0.04, 0.017, 0.0]",1,0,20,0.4048726558685303,0.4048726558685303
"[0.07, -1.29, 0.051, 0.0]","[0.01, -0.23, 0.017, 0.0]",1,0,20,0.41687607765197754,0.41687607765197754
"[0.07, -1.29, 0.017, 0.0]","[0.07, -1.29, 0.051, 0.0]",1,0,20,0.43187856674194336,0.43187856674194336
"[0.1, -1.96, 0.017, 0.0]","[0.07, -1.29, 0.017, 0.0]",1,0,20,0.4488835334777832,0.4488835334777832
"[0.14, -2.78, 0.017, 0.0]","[0.1, -1.96, 0.017, 0.0]",1,0,20,0.46589088439941406,0.46589088439941406
"[0.19, -3.77, 0.017, 0.0]","[0.14, -2.78, 0.017, 0.0]",1,0,20,0.48189282417297363,0.48189282417297363
"[0.25, -4.91, 0.017, 0.0]","[0.19, -3.77, 0.017, 0.0]",1,0,20,0.49889659881591797,0.49889659881591797
"[0.32, -6.22, 0.017, 0.0]","[0.25, -4.91, 0.017, 0.0]",1,0,20,0.5159001350402832,0.5159001350402832
"[0.32, -6.22, 0.017, 0.0]","[0.32, -6.22, 0.017, 0.0]",1,0,20,0.5329043865203857,0.5329043865203857
"[0.4, -7.85, 0.017, 0.0]","[0.32, -6.22, 0.017, 0.0]",4,0,-10,0.5499088764190674,0.5499088764190674
"[0.48, -9.4, 0.017, 0.0]","[0.4, -7.85, 0.017, 0.0]",1,0,20,0.5659115314483643,0.5659115314483643
"[0.56, -11.13, 0.017, 0.0]","[0.48, -9.4, 0.017, 0.0]",1,0,20,0.5829160213470459,0.5829160213470459
"[0.66, -13.02, 0.017, 0.0]","[0.56, -11.13, 0.017, 0.0]",1,0,20,0.5999190807342529,0.5999190807342529
"[0.76, -15.08, 0.017, 0.0]","[0.66, -13.02, 0.017, 0.0]",1,0,20,0.6164288520812988,0.6164288520812988
"[0.76, -15.08, 0.017, 0.0]","[0.76, -15.08, 0.017, 0.0]",2,0,10,0.6329379081726074,0.6329379081726074
"[0.87, -17.38, 0.017, 0.0]","[0.76, -15.08, 0.017, 0.0]",1,0,20,0.6499412059783936,0.6499412059783936
"[0.99, -19.85, 0.017, 0.0]","[0.87, -17.38, 0.017, 0.0]",1,0,20,0.6669449806213379,0.6669449806213379
"[1.12, -22.5, 0.017, 0.0]","[0.99, -19.85, 0.017, 0.0]",1,0,20,0.6839499473571777,0.6839499473571777
"[1.26, -25.31, 0.017, 0.0]","[1.12, -22.5, 0.017, 0.0]",1,0,20,0.6999523639678955,0.6999523639678955
"[1.41, -28.3, 0.017, 0.0]","[1.26, -25.31, 0.017, 0.0]",1,0,20,0.7172939777374268,0.7172939777374268
"[1.41, -28.3, 0.017, 0.0]","[1.41, -28.3, 0.017, 0.0]",1,0,20,0.7342982292175293,0.7342982292175293
"[1.57, -31.59, 0.017, 0.0]","[1.41, -28.3, 0.017, 0.0]",5,0,-20,0.7513027191162109,0.7513027191162109
"[1.72, -34.78, 0.017, 0.0]","[1.57, -31.59, 0.017, 0.0]",1,0,20,0.7683064937591553,0.7683064937591553
"[1.89, -38.15, 0.017, 0.0]","[1.72, -34.78, 0.017, 0.0]",3,0,5,0.7853095531463623,0.7853095531463623
"[2.05, -41.6, 0.017, 0.0]","[1.89, -38.15, 0.017, 0.0]",4,0,-10,0.8013138771057129,0.8013138771057129
"[2.21, -45.03, 0.017, 0.0]","[2.05, -41.6, 0.017, 0.0]",1,0,20,0.8183176517486572,0.8183176517486572
"[2.38, -48.63, 0.017, 0.0]","[2.21, -45.03, 0.017, 0.0]",1,0,20,0.8353204727172852,0.8353204727172852
"[2.38, -48.63, 0.017, 0.0]","[2.38, -48.63, 0.017, 0.0]",1,0,20,0.852325439453125,0.852325439453125
"[2.56, -52.49, 0.017, 0.0]","[2.38, -48.63, 0.017, 0.0]",1,0,20,0.8693289756774902,0.8693289756774902
"[2.75, -56.49, 0.017, 0.0]","[2.56, -52.49, 0.017, 0.0]",1,0,20,0.8853323459625244,0.8853323459625244
"[2.95, -60.63, 0.017, 0.0]","[2.75, -56.49, 0.017, 0.0]",1,0,20,0.9023361206054688,0.9023361206054688
"[3.16, -64.91, 0.017, 0.0]","[2.95, -60.63, 0.017, 0.0]",1,0,20,0.9193394184112549,0.9193394184112549
"[3.38, -69.32, 0.017, 0.0]","[3.16, -64.91, 0.017, 0.0]",2,0,10,0.9363436698913574,0.9363436698913574
"[3.38, -69.32, 0.017, 0.0]","[3.38, -69.32, 0.017, 0.0]",4,0,-10,0.9523472785949707,0.9523472785949707
"[3.59, -73.8, 0.017, 0.0]","[3.38, -69.32, 0.017, 0.0]",4,0,-10,0.9693524837493896,0.9693524837493896
"[3.81, -78.33, 0.017, 0.0]","[3.59, -73.8, 0.017, 0.0]",4,0,-10,0.9863550662994385,0.9863550662994385
"[4.01, -82.93, 0.017, 0.0]","[3.81, -78.33, 0.017, 0.0]",3,0,5,1.0033586025238037,1.0033586025238037
"[4.22, -87.6, 0.017, 0.0]","[4.01, -82.93, 0.017, 0.0]",3,0,5,1.0203642845153809,1.0203642845153809
"[4.43, -92.34, 0.017, 1.0]","[4.22, -87.6, 0.017, 0.0]",5,0,-20,1.0373668670654297,1.0373668670654297
"[0.0, 0.0, 0.017, 0.0]","[0.0, 0.0, 0.177, 0.0]",1,0,20,1.2474162578582764,1.2474162578582764
"[0.01, -0.16, 0.017, 0.0]","[0.0, 0.0, 0.017, 0.0]",5,0,-20,1.2644224166870117,1.2644224166870117
"[0.01, -0.16, 0.017, 0.0]","[0.01, -0.16, 0.017, 0.0]",5,0,-20,1.2809333801269531,1.2809333801269531
"[0.0, 0.0, 0.017, 0.0]","[0.01, -0.16, 0.017, 0.0]",5,0,-20,1.2979371547698975,1.2979371547698975
"[-0.02, 0.31, 0.017, 0.0]","[0.0, 0.0, 0.017, 0.0]",5,0,-20,1.3149442672729492,1.3149442672729492
"[-0.02, 0.31, 0.017, 0.0]","[-0.02, 0.31, 0.017, 0.0]",5,0,-20,1.3319473266601562,1.3319473266601562
"[-0.05, 0.94, 0.017, 0.0]","[-0.02, 0.31, 0.017, 0.0]",5,0,-20,1.3484547138214111,1.3484547138214111
"[-0.09, 1.72, 0.017, 0.0]","[-0.05, 0.94, 0.017, 0.0]",5,0,-20,1.3654608726501465,1.3654608726501465
"[-0.14, 2.66, 0.017, 0.0]","[-0.09, 1.72, 0.017, 0.0]",5,0,-20,1.38246750831604,1.38246750831604
"[-0.19, 3.75, 0.017, 0.0]","[-0.14, 2.66, 0.017, 0.0]",5,0,-20,1.3994710445404053,1.3994710445404053
"[-0.26, 5.01, 0.017, 0.0]","[-0.19, 3.75, 0.017, 0.0]",5,0,-20,1.4157681465148926,1.4157681465148926
"[-0.26, 5.01, 0.017, 0.0]","[-0.26, 5.01, 0.017, 0.0]",5,0,-20,1.432771921157837,1.432771921157837
"[-0.34, 6.59, 0.017, 0.0]","[-0.26, 5.01, 0.017, 0.0]",5,0,-20,1.449279546737671,1.449279546737671
"[-0.42, 8.33, 0.017, 0.0]","[-0.34, 6.59, 0.017, 0.0]",5,0,-20,1.466285228729248,1.466285228729248
"[-0.52, 10.23, 0.017, 0.0]","[-0.42, 8.33, 0.017, 0.0]",5,0,-20,1.4832894802093506,1.4832894802093506
