pitch
yaw
left
right
"[0.0, 0.0, 0.017, 0.0]","[0.0, 0.0, 0.02, 0.0]",4,0,-10,0.336151123046875,0.336151123046875
"[0.0, 0.08, 0.017, 0.0]","[0.0, 0.0, 0.017, 0.0]",4,0,-10,0.35315489768981934,0.35315489768981934
"[-0.01, 0.23, 0.017, 0.0]","[0.0, 0.08, 0.017, 0.0]",4,0,-10,0.4151725769042969,0.4151725769042969
"[-0.04, 0.7, 0.048, 0.0]","[-0.01, 0.23, 0.017, 0.0]",4,0,-10,0.4281744956970215,0.4281744956970215
"[-0.05, 1.02, 0.017, 0.0]","[-0.04, 0.7, 0.048, 0.0]",4,0,-10,0.4397580623626709,0.4397580623626709
"[-0.07, 1.41, 0.017, 0.0]","[-0.05, 1.02, 0.017, 0.0]",2,0,10,0.45176076889038086,0.45176076889038086
"[-0.09, 1.73, 0.017, 0.0]","[-0.07, 1.41, 0.017, 0.0]",4,0,-10,0.4687652587890625,0.4687652587890625
"[-0.11, 2.13, 0.017, 0.0]","[-0.09, 1.73, 0.017, 0.0]",4,0,-10,0.4853231906890869,0.4853231906890869
"[-0.13, 2.6, 0.017, 0.0]","[-0.11, 2.13, 0.017, 0.0]",4,0,-10,0.5023272037506104,0.5023272037506104
"[-0.13, 2.6, 0.017, 0.0]","[-0.13, 2.6, 0.017, 0.0]",4,0,-10,0.5183308124542236,0.5183308124542236
"[-0.16, 3.24, 0.017, 0.0]","[-0.13, 2.6, 0.017, 0.0]",4,0,-10,0.5354187488555908,0.5354187488555908
"[-0.2, 3.96, 0.017, 0.0]","[-0.16, 3.24, 0.017, 0.0]",4,0,-10,0.5524227619171143,0.5524227619171143
"[-0.24, 4.76, 0.017, 0.0]","[-0.2, 3.96, 0.017, 0.0]",4,0,-10,0.5694265365600586,0.5694265365600586
"[-0.28, 5.65, 0.017, 0.0]","[-0.24, 4.76, 0.017, 0.0]",4,0,-10,0.5864303112030029,0.5864303112030029
"[-0.33, 6.62, 0.017, 0.0]","[-0.28, 5.65, 0.017, 0.0]",4,0,-10,0.6033756732940674,0.6033756732940674
"[-0.38, 7.68, 0.017, 0.0]","[-0.33, 6.62, 0.017, 0.0]",4,0,-10,0.6203794479370117,0.6203794479370117
